@relation 'D:\\Datasets\\datasets 2015\\libsvm\\svmguide1.dat-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute class {0,1}

@data
{0 19.4888,1 10.77579,2 0.149696,3 74.40879}
{0 21.4,1 32.26099,2 0.280605,3 115.8581}
{0 21.4731,1 54.0531,2 -0.399668,3 74.44175}
{0 19.326,1 26.61301,2 0.460004,3 113.9959}
{0 23.6396,1 23.2256,2 -0.129706,3 96.65919}
{0 18.84999,1 24.34999,2 -0.18739,3 97.54086}
{0 16.4361,1 36.8564,2 0.365485,3 35.50286}
{0 16.646,1 43.836,2 -0.204111,3 40.23255}
{0 17.8147,1 52.96719,2 0.140185,3 59.50011}
{0 22.895,1 38.759,2 0.581348,3 150.8006}
{0 17.6262,1 22.2531,2 0.55562,3 146.9252}
{0 8.057999,1 36.47899,2 0.355673,3 124.4028}
{0 121.2069,1 17.84589,2 0.285668,3 143.0909}
{0 17.996,1 15.661,2 0.295866,3 140.0696}
{0 16.0868,1 9.873299,2 0.354676,3 31.84711}
{0 18.1992,1 59.63709,2 -0.282262,3 85.17281}
{0 16.9691,1 18.2778,2 0.175337,3 53.90524}
{0 31.25591,1 17.32671,2 -0.24591,3 111.675}
{0 14.2051,1 22.5631,2 0.327633,3 76.15839}
{0 16.662,1 41.48801,2 0.383846,3 42.95445}
{0 23.921,1 47.51499,2 -0.268029,3 113.1279}
{0 17.459,1 22.062,2 -0.189108,3 56.31403}
{0 16.89201,1 35.8774,2 -0.145154,3 45.93179}
{0 12.64299,1 36.756,2 -0.078935,3 79.4049}
{0 16.9129,1 23.1699,2 0.198884,3 46.07736}
{0 17.4859,1 107.3864,2 -0.142661,3 72.01648}
{0 19.632,1 25.11299,2 -0.132293,3 83.21172}
{0 20.8385,1 32.4955,2 0.312021,3 138.2678}
{0 16.617,1 35.08701,2 0.143016,3 47.61272}
{0 17.007,1 10.332,2 -0.133049,3 48.41749}
{0 16.8071,1 32.4556,2 0.518297,3 47.78851}
{0 20.6958,1 57.2178,2 0.422298,3 134.3044}
{0 21.417,1 14.19399,2 0.118719,3 111.9908}
{0 21.8704,1 14.734,2 0.174429,3 123.7382}
{0 8.807701,1 33.1637,2 0.462354,3 133.3541}
{0 16.09801,1 48.55099,2 0.628722,3 23.37652}
{0 16.8223,1 16.965,2 0.281137,3 110.7851}
{0 17.2179,1 24.1261,2 0.089319,3 45.44015}
{0 20.8093,1 28.5335,2 0.482105,3 126.3392}
{0 7.755402,1 9.182503,2 0.160781,3 145.2497}
{0 26.464,1 52.83401,2 0.391943,3 162.9737}
{0 18.2705,1 51.1633,2 -0.298773,3 87.17235}
{0 16.0248,1 15.5968,2 -0.142435,3 26.38956}
{0 18.6811,1 11.5375,2 0.265817,3 113.1829}
{0 17.329,1 14.68501,2 0.209723,3 64.08423}
{0 17.33801,1 57.928,2 0.433316,3 107.9313}
{0 16.2154,1 28.9184,2 0.53191,3 156.7004}
{0 75.16041,1 23.2404,2 -0.479702,3 34.04715}
{0 17.25999,1 4.446999,2 0.467391,3 128.0943}
{0 18.245,1 21.688,2 -0.320144,3 96.34058}
{0 17.2865,1 15.8871,2 -0.583423,3 171.035}
{0 19.5654,1 14.0218,2 0.183337,3 111.6805}
{0 18.1155,1 38.2968,2 -0.20855,3 106.5772}
{0 16.8628,1 13.3363,2 0.242898,3 47.22545}
{0 82.3094,1 27.175,2 0.424317,3 133.5052}
{0 16.4777,1 27.5707,2 0.195942,3 39.90845}
{0 25.773,1 29.936,2 -0.122148,3 114.5946}
{0 22.336,1 29.59601,2 0.502484,3 169.387}
{0 16.2363,1 5.4002,2 -0.234618,3 33.03365}
{0 18.403,1 27.48299,2 0.264166,3 67.33349}
{0 16.8157,1 41.0223,2 0.29353,3 52.02655}
{0 19.6753,1 18.3004,2 0.32073,3 118.2696}
{0 16.2035,1 36.7191,2 0.244175,3 34.0444}
{0 16.555,1 47.952,2 -0.417942,3 40.54841}
{0 25.22499,1 56.774,2 -0.16615,3 137.864}
{0 18.46901,1 11.418,2 0.383462,3 92.12177}
{0 16.6128,1 37.9987,2 0.206221,3 42.89128}
{0 101.4441,1 22.3731,2 0.47194,3 143.6924}
{0 17.9642,1 45.5541,2 0.134683,3 61.56283}
{1 70.4193,2 0.175476,3 78.19913}
{0 19.564,1 34.77901,2 0.5525,3 152.9155}
{0 18.6691,1 7.455299,2 0.432255,3 139.2923}
{0 17.6768,1 34.7231,2 -0.256991,3 64.52094}
{0 16.58299,1 26.77899,2 0.347262,3 37.82101}
{0 16.9271,1 25.9855,2 0.107285,3 47.24743}
{0 55.4281,1 11.9925,2 0.240493,3 160.2106}
{0 16.0431,1 29.01431,2 0.290468,3 45.26436}
{0 17.762,1 19.656,2 -0.127374,3 69.5198}
{0 15.35101,1 48.16,2 -0.226914,3 98.55985}
{0 16.767,1 29.332,2 0.357761,3 98.91692}
{0 11.03801,1 23.88101,2 0.224364,3 115.7949}
{0 17.0422,1 24.8512,2 -0.165447,3 54.4271}
{0 14.993,1 16.17799,2 0.230699,3 117.377}
{0 18.711,1 34.041,2 -0.275785,3 73.13435}
{0 16.3945,1 32.1965,2 0.349097,3 31.98169}
{0 16.077,1 -0.274002,2 0.418172,3 96.3296}
{0 17.677,1 20.312,2 -0.202203,3 60.51087}
{0 17.576,1 27.33701,2 0.180806,3 56.6244}
{0 16.376,1 23.116,2 0.304753,3 36.04395}
{0 15.7516,1 19.9125,2 0.369517,3 17.66354}
{0 15.659,1 42.54601,2 0.44081,3 150.3749}
{0 14.92001,1 5.873001,2 0.607638,3 135.057}
{0 16.9542,1 28.4232,2 0.16532,3 49.09315}
{0 20.37099,1 9.729996,2 0.374289,3 135.3371}
{0 18.0171,1 89.16949,2 -0.186,3 136.6528}
{0 17.56999,1 47.866,2 0.191149,3 56.47059}
{0 20.788,1 51.809,2 0.592329,3 139.3197}
{0 19.3487,1 27.5809,2 0.152513,3 112.0842}
{0 9.002991,1 30.84499,2 -0.379156,3 52.1062}
{0 16.625,1 76.01199,2 -0.277653,3 40.72694}
{0 20.3954,1 21.1164,2 0.14946,3 123.5541}
{0 19.755,1 54.09,2 0.298254,3 94.35752}
{0 92.90001,1 25.26701,2 -0.154522,3 138.8528}
{0 17.4488,1 13.4378,2 -0.338518,3 140.152}
{0 12.0368,1 8.269897,2 0.207101,3 132.423}
{0 17.865,1 35.55,2 -0.156977,3 60.02472}
{0 19.062,1 40.673,2 -0.260028,3 112.2875}
{0 16.67401,1 27.655,2 0.282176,3 41.42458}
{0 18.1858,1 28.3798,2 -0.150395,3 63.31517}
{0 17.7817,1 16.1868,2 -0.378549,3 102.0371}
{0 16.54202,1 60.5,2 -0.286027,3 36.607}
{0 19.12,1 30.05899,2 0.115629,3 73.74685}
{0 22.008,1 86.56802,2 0.391147,3 161.5784}
{0 108.0954,1 22.4914,2 0.207145,3 33.04738}
{0 17.30099,1 23.5152,2 -0.132815,3 53.20211}
{0 17.30991,1 5.920502,2 -0.178383,3 56.10254}
{0 16.1666,1 28.3216,2 -0.287615,3 24.18128}
{0 17.7692,1 11.2682,2 -0.354033,3 58.93706}
{0 16.161,1 10.897,2 0.401644,3 22.71183}
{0 16.10699,1 63.43799,2 0.21759,3 16.84505}
{0 15.16602,1 104.359,2 0.250207,3 28.6775}
{0 17.141,1 34.37,2 0.381936,3 161.0813}
{0 16.636,1 36.24699,2 -0.081746,3 39.8233}
{0 16.757,1 18.68001,2 0.210024,3 42.80064}
{0 24.84802,1 61.181,2 0.305152,3 145.7908}
{0 18.6326,1 19.5075,2 0.214948,3 88.65003}
{0 16.38701,1 43.98801,2 0.101658,3 32.23438}
{0 15.4221,1 21.8975,2 0.578989,3 129.55}
{0 17.3526,1 20.5446,2 -0.252633,3 55.78393}
{0 18.0821,1 26.8495,2 0.239517,3 110.1149}
{0 16.785,1 14.7166,2 0.119215,3 45.75875}
{0 18.60201,1 59.93201,2 -0.126886,3 62.62852}
{0 17.905,1 12.253,2 0.33139,3 119.3518}
{0 17.3626,1 31.8656,2 -0.198042,3 106.3905}
{0 17.552,1 21.38899,2 -0.25679,3 58.67064}
{0 16.148,1 32.96,2 0.577821,3 28.50721}
{0 18.16299,1 76.79102,2 -0.168054,3 62.7686}
{0 15.9267,1 38.75871,2 -0.320281,3 17.61959}
{0 19.349,1 25.196,2 0.473079,3 156.8597}
{0 17.48601,1 35.438,2 -0.207552,3 60.54658}
{0 21.144,1 31.858,2 -0.206927,3 122.818}
{0 21.61299,1 35.12,2 0.280697,3 129.0199}
{0 23.3742,1 25.55119,2 0.316761,3 60.97231}
{0 15.3205,1 6.989998,2 0.243203,3 124.1831}
{0 16.302,1 39.528,2 0.545128,3 28.0705}
{0 67.2347,1 14.9386,2 0.579551,3 133.7853}
{0 16.7915,1 39.6494,2 0.273335,3 125.4191}
{0 88.3289,1 39.8009,2 0.307225,3 50.20554}
{0 17.21199,1 20.349,2 -0.282471,3 53.60036}
{0 20.0494,1 16.5419,2 0.175559,3 113.8888}
{0 18.0006,1 40.2757,2 0.51727,3 155.3793}
{0 17.1687,1 42.7426,2 0.164429,3 51.51842}
{0 20.14301,1 48.15802,2 0.348685,3 104.6683}
{0 17.179,1 37.477,2 0.518579,3 52.11993}
{0 22.16199,1 28.916,2 -0.140649,3 112.7022}
{0 77.3957,1 2.545403,2 0.538248,3 152.1794}
{0 12.5432,1 12.3319,2 0.276661,3 63.5404}
{0 18.05701,1 25.11798,2 0.142838,3 62.16434}
{0 39.095,1 24.222,2 0.121256,3 45.47585}
{0 15.691,1 16.043,2 -0.457619,3 45.63241}
{0 17.3549,1 23.081,2 0.459477,3 75.21904}
{0 16.631,1 32.5699,2 0.208832,3 146.7301}
{0 17.77261,1 39.8933,2 0.211021,3 59.60448}
{0 18.7656,1 19.2356,2 0.651596,3 157.1975}
{0 17.2992,1 37.6375,2 0.200417,3 133.7716}
{0 16.21819,1 34.9285,2 0.365244,3 24.70863}
{0 18.25,1 91.73001,2 0.208537,3 69.86588}
{0 17.6743,1 19.985,2 -0.465495,3 100.1144}
{0 19.1888,1 22.5139,2 -0.370877,3 148.3671}
{0 15.978,1 12.296,2 0.342933,3 99.88373}
{0 74.8768,1 22.0971,2 0.216193,3 51.8233}
{0 18.33,1 1.361,2 0.490758,3 160.5429}
{0 19.222,1 62.006,2 0.165622,3 142.5635}
{0 17.59601,1 29.205,2 0.224884,3 59.55779}
{0 17.774,1 1.863998,2 0.332181,3 59.54131}
{0 20.5041,1 17.0261,2 0.456771,3 139.0121}
{0 109.612,1 34.532,2 0.194974,3 146.4088}
{0 18.7602,1 28.883,2 0.198556,3 131.3326}
{0 17.0279,1 14.3638,2 0.315463,3 97.48318}
{0 16.5289,1 46.9396,2 0.22094,3 37.19478}
{0 16.3647,1 54.02789,2 0.134917,3 44.45686}
{0 17.552,1 57.38,2 0.235625,3 57.96201}
{0 14.766,1 23.576,2 0.564864,3 113.0291}
{0 18.95,1 18.464,2 0.370847,3 155.9313}
{0 17.457,1 30.912,2 -0.185015,3 55.50652}
{0 17.5075,1 18.1265,2 0.318451,3 118.2751}
{0 22.71698,1 34.04498,2 0.544254,3 133.203}
{0 18.357,1 38.38,2 0.174466,3 64.95491}
{0 16.0039,1 32.4589,2 -0.707691,3 8.388189}
{0 13.751,1 28.98299,2 0.448307,3 88.93019}
{0 18.205,1 39.358,2 0.437939,3 145.236}
{0 17.58301,1 78.16901,2 0.1604,3 56.94301}
{0 20.04221,1 42.90791,2 -0.234217,3 74.7686}
{0 51.8376,1 31.7244,2 0.144337,3 28.27375}
{0 19.6694,1 47.07339,2 0.321447,3 85.71664}
{0 17.4846,1 27.6116,2 0.214773,3 132.7141}
{0 109.1312,1 20.8441,2 -0.27706,3 41.99863}
{0 6.643204,1 21.3337,2 0.199191,3 56.21515}
{0 2.787994,1 53.66299,2 0.29973,3 131.3106}
{0 1.167007,1 17.64101,2 0.165941,3 56.90456}
{0 0.171898,1 20.51649,2 0.296592,3 35.01671}
{0 9.170403,1 19.987,2 -0.210086,3 119.6786}
{0 1.122009,1 125.572,2 -0.177497,3 54.75395}
{0 0.92601,1 38.688,2 -0.193226,3 54.5507}
{0 15.7924,1 14.013,2 0.16995,3 57.92355}
{0 4.215996,1 39.106,2 0.348794,3 137.1801}
{0 2.219009,1 49.56801,2 0.36354,3 134.0325}
{0 0.812798,1 24.232,2 0.171472,3 51.42504}
{0 0.903015,1 22.09399,2 0.186429,3 71.20622}
{0 0.820007,1 42.67,2 0.486958,3 94.33555}
{0 1.192699,1 33.9374,2 0.281619,3 55.70428}
{0 1.192699,1 33.9374,2 0.281619,3 55.70428}
{0 1.192699,1 33.9374,2 0.281619,3 55.70428}
{0 1.192699,1 33.9374,2 0.281619,3 55.70428}
{0 1.7659,1 18.2667,2 0.374193,3 140.2179}
{0 1.7164,1 16.5105,2 -0.356061,3 96.47517}
{0 0.904999,1 15.42599,2 -0.24599,3 46.75303}
{0 1.542,1 23.802,2 0.12392,3 66.21835}
{0 4.487,1 37.113,2 0.245898,3 77.78714}
{0 3.789001,1 8.460007,2 0.172653,3 116.7095}
{0 1.104004,1 20.659,2 -0.282742,3 55.59167}
{0 10.42401,1 39.60101,2 0.224398,3 106.9865}
{0 0.285805,1 26.6721,2 0.169039,3 115.6219}
{0 1.1633,1 57.8244,2 0.304525,3 131.8187}
{0 0.294998,1 40.535,2 -0.146556,3 35.37926}
{0 0.446301,1 35.6048,2 0.347673,3 41.0428}
{0 0.446301,1 35.6048,2 0.347673,3 41.0428}
{0 14.39201,1 33.4955,2 -0.260068,3 92.62165}
{0 0.598999,1 36.16399,2 0.205025,3 47.50561}
{0 1.478989,1 17.17,2 0.319182,3 121.4557}
{0 1.466003,1 36.00299,2 -0.214707,3 61.59304}
{0 20.98801,1 27.59001,2 0.388124,3 32.31128}
{0 6.259003,1 31.19701,2 -0.178953,3 69.66262}
{0 0.798996,1 33.27499,2 -0.256622,3 46.50584}
{0 0.915802,1 33.3303,2 0.542285,3 102.1991}
{0 2.074402,1 27.6844,2 0.161113,3 73.55733}
{0 1.349998,1 24.299,2 0.21481,3 97.39803}
{0 8.707298,1 12.59209,2 0.215409,3 126.4079}
{0 1.725296,1 8.101295,2 0.199457,3 103.4022}
{0 2.96701,1 37.444,2 0.151906,3 71.80225}
{0 1.167503,1 11.6592,2 0.394481,3 150.7979}
{0 1.578003,1 45.20599,2 -0.077791,3 63.90021}
{0 1.578003,1 45.20599,2 -0.077791,3 63.90021}
{0 13.33,1 3.5439,2 -0.752439,3 154.3081}
{0 0.844002,1 19.33801,2 -0.278627,3 50.32364}
{0 0.359299,1 20.3241,2 -0.176924,3 38.35935}
{0 5.196991,1 21.11499,2 -0.195736,3 148.7187}
{0 3.377098,1 10.3524,2 0.369607,3 158.3511}
{0 0.835903,1 29.4226,2 0.292454,3 94.2037}
{0 1.973007,1 36.97101,2 0.287496,3 81.83292}
{0 0.575012,1 23.47801,2 0.197833,3 44.1767}
{0 0.906502,1 28.4203,2 0.230414,3 51.2108}
{0 13.3609,1 26.8349,2 0.234667,3 146.8922}
{0 4.652298,1 19.0859,2 0.652429,3 163.0231}
{0 1.062012,1 48.13701,2 -0.176965,3 57.87686}
{0 5.291,1 35.897,2 0.53763,3 148.4523}
{0 5.291,1 35.897,2 0.53763,3 148.4523}
{0 2.247398,1 24.6572,2 0.224537,3 66.85558}
{0 0.564995,1 14.763,2 0.269259,3 51.07896}
{0 1.866989,1 47.088,2 0.201935,3 66.44083}
{0 0.880997,1 7.714005,2 0.193687,3 60.24445}
{0 0.880997,1 7.714005,2 0.193687,3 60.24445}
{0 4.589005,1 18.619,2 0.406041,3 107.7858}
{0 1.178596,1 34.4486,2 0.085928,3 57.35775}
{0 6.447395,1 35.3897,2 -0.267877,3 108.7663}
{0 3.102104,1 18.3029,2 0.154169,3 149.9492}
{0 2.822899,1 35.7618,2 0.173057,3 100.5539}
{0 1.969498,1 19.2986,2 0.31027,3 69.05287}
{0 0.073402,1 32.8486,2 0.335657,3 24.25269}
{0 3.841202,1 20.4631,2 0.438397,3 137.529}
{0 0.440804,1 36.5364,2 0.409634,3 45.2726}
{0 1.005997,1 21.48599,2 0.141871,3 50.9334}
{0 0.557007,1 89.51001,2 0.193814,3 42.29801}
{0 13.7334,1 20.0679,2 0.449388,3 138.9462}
{0 1.481102,1 10.9126,2 0.250246,3 103.4022}
{0 2.289001,1 77.961,2 0.307189,3 66.67429}
{0 8.419998,1 14.43,2 0.235269,3 52.45777}
{0 1.617401,1 43.1145,2 -0.132962,3 71.90112}
{0 2.973999,1 31.67099,2 0.234137,3 76.65003}
{0 2.226601,1 33.1222,2 0.583668,3 161.713}
{0 0.356003,1 33.864,2 -0.190406,3 38.09567}
{0 13.77361,1 19.32111,2 0.203574,3 138.5425}
{0 1.730003,1 41.609,2 -0.174337,3 123.0872}
{0 1.848,1 25.44,2 0.279546,3 74.8922}
{0 3.333,1 26.5147,2 0.213373,3 138.4491}
{0 4.001503,1 29.2208,2 -0.16801,3 113.7157}
{0 1.251999,1 37.0938,2 -0.114133,3 58.14878}
{0 2.427406,1 29.5871,2 0.25428,3 72.25819}
{0 4.493298,1 24.4647,2 0.273672,3 159.1971}
{0 2.186798,1 21.714,2 0.341111,3 106.9316}
{0 1.527008,1 36.05101,2 0.164106,3 62.42252}
{0 1.527008,1 36.05101,2 0.164106,3 62.42252}
{0 2.851501,1 11.0423,2 0.357732,3 66.5919}
{0 1.345001,1 97.29199,2 -0.197177,3 58.62394}
{0 1.345001,1 97.29199,2 -0.197177,3 58.62394}
{0 2.580307,1 14.68021,2 0.278623,3 45.82193}
{0 14.6991,1 17.7129,2 0.233612,3 142.3273}
{0 14.6991,1 17.7129,2 0.233612,3 142.3273}
{0 2.597,1 34.41299,2 0.329603,3 98.57359}
{0 0.781601,1 29.7019,2 0.26522,3 48.10437}
{0 0.4086,1 14.3505,2 0.146662,3 44.43214}
{0 1.456497,1 26.8148,2 0.121714,3 53.28176}
{0 2.185905,1 36.0259,2 -0.196659,3 146.3539}
{0 0.717903,1 16.46851,2 0.323555,3 109.4667}
{0 0.876999,1 13.72499,2 0.305083,3 59.17327}
{0 1.660599,1 35.4757,2 0.346509,3 72.60151}
{0 15.029,1 5.900299,2 -0.206272,3 37.28267}
{0 4.744598,1 35.6924,2 0.29885,3 84.21973}
{0 0.0756,1 14.929,2 0.253611,3 23.03868}
{0 2.865997,1 38.373,2 0.320858,3 101.0401}
{0 1.111099,1 31.0962,2 -0.210848,3 75.33166}
{0 0.700897,1 36.338,2 -0.158846,3 55.79492}
{0 2.198303,1 22.2951,2 0.222089,3 119.6677}
{0 2.198303,1 22.2951,2 0.222089,3 119.6677}
{0 0.111,1 23.811,2 0.218566,3 26.65873}
{0 0.255699,1 23.7587,2 0.246017,3 57.75051}
{0 1.489502,1 26.9259,2 -0.269326,3 99.69146}
{0 1.489502,1 26.9259,2 -0.269326,3 99.69146}
{0 0.167793,1 14.43439,2 -0.333702,3 30.36393}
{0 9.364105,1 32.62251,2 0.133438,3 56.62989}
{0 2.073105,1 29.5806,2 0.29083,3 149.1389}
{0 7.938004,1 33.453,2 0.59453,3 160.4138}
{0 2.922997,1 22.70499,2 0.281869,3 76.17761}
{0 0.484802,1 56.61369,2 0.324205,3 40.8368}
{0 1.945694,1 17.3791,2 0.427378,3 115.0259}
{0 1.945694,1 17.3791,2 0.427378,3 115.0259}
{0 2.610603,1 15.4335,2 0.331541,3 112.5182}
{0 13.1739,1 33.9971,2 -0.195356,3 15.68048}
{0 1.037704,1 29.4143,2 -0.281345,3 54.97917}
{0 3.552402,1 22.3713,2 0.186356,3 103.7812}
{0 4.102997,1 19.92799,2 -0.279353,3 90.72099}
{0 1.447998,1 62.86,2 0.091891,3 59.57977}
{0 3.098801,1 28.1837,2 0.22383,3 148.4605}
{0 1.543999,1 67.924,2 0.212313,3 63.08995}
{0 13.7423,1 26.6593,2 -0.188849,3 96.16205}
{0 2.744003,1 12.056,2 -0.213815,3 74.4033}
{0 0.445999,1 36.41199,2 0.255559,3 21.01717}
{0 0.5261,1 24.7109,2 0.338009,3 123.5679}
{0 6.146996,1 12.09,2 0.698843,3 159.7629}
{0 0.186096,1 29.5247,2 -0.248306,3 146.2412}
{0 0.186096,1 29.5247,2 -0.248306,3 146.2412}
{0 0.496994,1 51.19799,2 -0.390053,3 43.39941}
{0 0.862,1 12.8498,2 -0.176078,3 52.18036}
{0 1.572006,1 17.539,2 0.250966,3 62.56809}
{0 6.455498,1 18.0993,2 -0.34412,3 122.5077}
{0 0.172199,1 41.1171,2 0.38379,3 37.91714}
{0 0.172199,1 41.1171,2 0.38379,3 37.91714}
{0 0.172199,1 41.1171,2 0.38379,3 37.91714}
{0 2.107998,1 40.1287,2 -0.313527,3 105.8302}
{0 1.799995,1 27.99599,2 -0.184928,3 66.22934}
{0 1.799995,1 27.99599,2 -0.184928,3 66.22934}
{0 1.799995,1 27.99599,2 -0.184928,3 66.22934}
{0 1.659988,1 2.556,2 0.611322,3 137.6443}
{0 3.062599,1 37.0862,2 0.2974,3 167.003}
{0 0.3638,1 22.2701,2 -0.155129,3 39.24926}
{0 4.005997,1 33.0686,2 -0.379477,3 98.75212}
{0 4.760002,1 14.907,2 0.144134,3 106.2092}
{0 13.708,1 29.153,2 -0.308513,3 141.9593}
{0 10.84999,1 53.40099,2 0.404637,3 147.9936}
{0 10.84999,1 53.40099,2 0.404637,3 147.9936}
{0 1.3134,1 26.0994,2 0.169837,3 58.87938}
{0 4.863998,1 22.88599,2 0.260637,3 99.56512}
{0 4.863998,1 22.88599,2 0.260637,3 99.56512}
{0 1.608994,1 17.599,2 0.265348,3 122.6038}
{0 1.856003,1 77.21399,2 -0.119423,3 67.16869}
{0 1.856003,1 77.21399,2 -0.119423,3 67.16869}
{0 1.162003,1 38.36301,2 -0.228255,3 56.33051}
{0 1.121002,1 54.37999,2 -0.167779,3 56.20142}
{0 18.7828,1 14.9618,2 0.056515,3 49.52438}
{0 0.316994,1 17.951,2 0.199862,3 38.62577}
{0 3.339401,1 25.41721,2 0.455341,3 100.2161}
{0 14.0686,1 13.3808,2 0.61782,3 144.5109}
{0 3.751701,1 17.9567,2 0.403382,3 95.82147}
{0 3.751701,1 17.9567,2 0.403382,3 95.82147}
{0 0.322998,1 -0.389,2 0.571901,3 38.10391}
{0 6.781601,1 9.005402,2 0.456853,3 132.8624}
{0 13.70999,1 44.44699,2 0.327912,3 123.3042}
{0 6.069206,1 12.6368,2 -0.265337,3 42.48753}
{0 1.826996,1 29.772,2 0.128942,3 66.08102}
{0 1.263992,1 8.965988,2 0.570962,3 156.3708}
{0 2.686302,1 10.3393,2 0.368533,3 108.9943}
{0 2.686302,1 10.3393,2 0.368533,3 108.9943}
{0 1.951996,1 24.19599,2 -0.148365,3 67.47356}
{0 3.402985,1 49.64999,2 0.167044,3 74.40879}
{0 1.494003,1 63.17001,2 0.17657,3 62.68071}
{0 0.416199,1 42.349,2 -0.132042,3 39.44976}
{0 0.416199,1 42.349,2 -0.132042,3 39.44976}
{0 0.394096,1 48.5703,2 -0.278223,3 32.54749}
{0 0.221008,1 33.32001,2 0.45097,3 31.96796}
{0 1.641006,1 22.376,2 0.305204,3 62.31815}
{0 14.615,1 35.6518,2 -0.170138,3 37.57381}
{0 14.615,1 35.6518,2 -0.170138,3 37.57381}
{0 1.063995,1 47.29599,2 -0.1647,3 54.45457}
{0 1.999001,1 12.429,2 0.322592,3 93.6379}
{0 5.576996,1 34.99298,2 0.48373,3 149.9629}
{0 0.231506,1 20.6269,2 0.293069,3 36.19226}
{0 1.173004,1 47.713,2 0.35669,3 118.5772}
{0 1.601799,1 32.2727,2 -0.323508,3 62.96086}
{0 4.295303,1 14.831,2 0.114866,3 49.92813}
{0 13.71001,1 27.68501,2 -0.111813,3 104.1602}
{0 6.728905,1 25.5056,2 0.131306,3 156.9393}
{0 1.639297,1 24.18819,2 0.26192,3 127.7977}
{0 8.248001,1 11.92,2 0.653567,3 136.6171}
{0 0.030998,1 28.587,2 0.407316,3 29.0071}
{0 0.150101,1 21.3738,2 -0.389397,3 33.48409}
{0 4.693199,1 2.501701,2 0.383733,3 114.2431}
{0 4.790897,1 18.7193,2 0.276483,3 139.2538}
{0 4.203003,1 41.69301,2 -0.255796,3 138.9187}
{0 5.286896,1 41.22949,2 -0.217886,3 80.65186}
{0 0.900703,1 22.2276,2 -0.230372,3 52.54292}
{0 0.043098,1 18.406,2 0.415742,3 131.7995}
{0 0.043098,1 18.406,2 0.415742,3 131.7995}
{0 0.6241,1 20.84019,2 0.414934,3 45.62417}
{0 3.633995,1 48.2026,2 0.189932,3 72.85146}
{0 0.85701,1 38.951,2 0.170312,3 51.2108}
{0 0.528999,1 37.768,2 0.429726,3 50.12589}
{0 0.528999,1 37.768,2 0.429726,3 50.12589}
{0 13.7097,1 20.3327,2 0.542318,3 99.15587}
{0 0.229004,1 103.435,2 0.276492,3 32.15473}
{0 6.845299,1 41.3625,2 -0.197353,3 137.6498}
{0 5.570007,1 62.702,2 0.218085,3 89.02632}
{0 5.570007,1 62.702,2 0.218085,3 89.02632}
{0 0.2369,1 51.3153,2 0.151979,3 36.53559}
{0 6.300995,1 39.92,2 0.143554,3 112.9274}
{0 0.167999,1 71.59598,2 0.158361,3 30.10849}
{0 1.039406,1 36.28851,2 0.270035,3 48.86518}
{0 4.6325,1 17.3844,2 -0.443857,3 88.79286}
{0 2.573105,1 5.3582,2 -0.217294,3 95.25567}
{0 0.954994,1 11.267,2 -0.27771,3 51.67498}
{0 0.954994,1 11.267,2 -0.27771,3 51.67498}
{0 0.954994,1 11.267,2 -0.27771,3 51.67498}
{0 1.6334,1 9.916306,2 0.608628,3 152.4816}
{0 17.68401,1 21.42401,2 0.257169,3 52.57587}
{0 3.171005,1 45.85201,2 0.306483,3 74.10666}
{0 0.736198,1 1.780098,2 0.281945,3 47.72259}
{0 2.43,1 12.208,2 0.328091,3 95.01122}
{0 2.43,1 12.208,2 0.328091,3 95.01122}
{0 0.120003,1 45.7291,2 -0.313114,3 27.66949}
{0 10.078,1 33.284,2 0.206453,3 52.33966}
{0 10.078,1 33.284,2 0.206453,3 52.33966}
{0 10.078,1 33.284,2 0.206453,3 52.33966}
{0 10.078,1 33.284,2 0.206453,3 52.33966}
{0 4.291397,1 19.1574,2 0.435477,3 112.444}
{0 4.829201,1 21.5299,2 0.256403,3 85.64797}
{0 2.028999,1 26.90399,2 -0.31621,3 69.30556}
{0 5.358002,1 75.07199,2 0.315301,3 84.43122}
{0 3.219696,1 12.6347,2 0.238759,3 135.274}
{0 2.740005,1 21.496,2 0.111899,3 116.5942}
{0 16.555,1 21.385,2 0.388751,3 138.6578}
{0 16.555,1 21.385,2 0.388751,3 138.6578}
{0 0.2314,1 42.4209,2 -0.36558,3 36.18677}
{0 3.204597,1 19.1165,2 0.222016,3 75.11192}
{0 2.173195,1 18.7583,2 0.562134,3 86.70267}
{0 1.618103,1 27.275,2 0.263448,3 88.0293}
{0 0.645996,1 34.481,2 0.275209,3 114.5974}
{0 5.524498,1 15.2468,2 -0.196868,3 91.35271}
{0 0.004799,1 27.2184,2 0.335344,3 8.79469}
{0 1.326996,1 78.42801,2 0.183097,3 69.8082}
{0 0.4739,1 36.5091,2 0.17113,3 35.33532}
{0 4.696594,1 19.97829,2 0.250185,3 147.3728}
{0 1.055,1 26.575,2 0.309194,3 78.72648}
{0 13.7095,1 10.608,2 0.244242,3 156.596}
{0 13.7095,1 10.608,2 0.244242,3 156.596}
{0 1.270996,1 13.91499,2 0.217596,3 59.6759}
{0 1.270996,1 13.91499,2 0.217596,3 59.6759}
